date,dayOfWeek,dayOfWeekNumber,steps
10/27/2017,Friday,6,4100
10/28/2017,Saturday,7,10464
10/29/2017,Sunday,1,7871
10/30/2017,Monday,2,4897
10/31/2017,Tuesday,3,8514
11/1/2017,Wednesday,4,5532
11/2/2017,Thursday,5,4700
11/3/2017,Friday,6,6512
11/4/2017,Saturday,7,10043
11/5/2017,Sunday,1,5333
11/6/2017,Monday,2,6104
11/7/2017,Tuesday,3,7053
11/8/2017,Wednesday,4,8127
11/9/2017,Thursday,5,7714
11/10/2017,Friday,6,3862
11/11/2017,Saturday,7,8251
11/12/2017,Sunday,1,5114
11/13/2017,Monday,2,7988
11/14/2017,Tuesday,3,5061
11/15/2017,Wednesday,4,6693
11/16/2017,Thursday,5,5619
11/17/2017,Friday,6,8171
11/18/2017,Saturday,7,8981
11/19/2017,Sunday,1,3973
11/20/2017,Monday,2,7001
11/21/2017,Tuesday,3,8074
11/22/2017,Wednesday,4,10328
11/23/2017,Thursday,5,5066
11/24/2017,Friday,6,4616
11/25/2017,Saturday,7,5552
11/26/2017,Sunday,1,10916
11/27/2017,Monday,2,8976
11/28/2017,Tuesday,3,7859
11/29/2017,Wednesday,4,9209
11/30/2017,Thursday,5,6526
12/1/2017,Friday,6,7983
12/2/2017,Saturday,7,13028
12/3/2017,Sunday,1,4941
12/4/2017,Monday,2,6176
12/5/2017,Tuesday,3,7191
12/6/2017,Wednesday,4,6597
12/7/2017,Thursday,5,7778
12/8/2017,Friday,6,9031
12/9/2017,Saturday,7,5117
12/10/2017,Sunday,1,1891
12/11/2017,Monday,2,5444
12/12/2017,Tuesday,3,7647
12/13/2017,Wednesday,4,6220
12/14/2017,Thursday,5,4668
12/15/2017,Friday,6,5467
12/16/2017,Saturday,7,6006
12/17/2017,Sunday,1,11476
12/18/2017,Monday,2,5841
12/19/2017,Tuesday,3,10904
12/20/2017,Wednesday,4,2107
12/21/2017,Thursday,5,13152
12/22/2017,Friday,6,10721
12/23/2017,Saturday,7,11247
12/24/2017,Sunday,1,7331
12/25/2017,Monday,2,11378
12/26/2017,Tuesday,3,9410
12/27/2017,Wednesday,4,9547
12/28/2017,Thursday,5,15504
12/29/2017,Friday,6,3756
12/30/2017,Saturday,7,6037
12/31/2017,Sunday,1,4087
1/1/2018,Monday,2,8894
1/2/2018,Tuesday,3,10059
1/3/2018,Wednesday,4,6951
1/4/2018,Thursday,5,7925
1/5/2018,Friday,6,10097
1/6/2018,Saturday,7,4926
1/7/2018,Sunday,1,4976
1/8/2018,Monday,2,7473
1/9/2018,Tuesday,3,8405
1/10/2018,Wednesday,4,5308
1/11/2018,Thursday,5,8438
1/12/2018,Friday,6,4436
1/13/2018,Saturday,7,5071
1/14/2018,Sunday,1,8331
1/15/2018,Monday,2,8492
1/16/2018,Tuesday,3,6773
1/17/2018,Wednesday,4,7115
1/18/2018,Thursday,5,5247
1/19/2018,Friday,6,10723
1/20/2018,Saturday,7,4927
1/21/2018,Sunday,1,8520
1/22/2018,Monday,2,6911
1/23/2018,Tuesday,3,7792
1/24/2018,Wednesday,4,5407
1/25/2018,Thursday,5,7771
1/26/2018,Friday,6,11052
1/27/2018,Saturday,7,13101
1/28/2018,Sunday,1,3290
1/29/2018,Monday,2,7355
1/30/2018,Tuesday,3,13334
1/31/2018,Wednesday,4,11462
2/1/2018,Thursday,5,7869
2/2/2018,Friday,6,11136
2/3/2018,Saturday,7,6389
2/4/2018,Sunday,1,12373
2/5/2018,Monday,2,8851
2/6/2018,Tuesday,3,10391
2/7/2018,Wednesday,4,11844
2/8/2018,Thursday,5,9386
2/9/2018,Friday,6,8724
2/10/2018,Saturday,7,11457
2/11/2018,Sunday,1,4600
2/12/2018,Monday,2,4676
2/13/2018,Tuesday,3,5299
2/14/2018,Wednesday,4,10294
2/15/2018,Thursday,5,5687
2/16/2018,Friday,6,3565
2/17/2018,Saturday,7,6854
2/18/2018,Sunday,1,9539
2/19/2018,Monday,2,9217
2/20/2018,Tuesday,3,8507
2/21/2018,Wednesday,4,9705
2/22/2018,Thursday,5,7633
2/23/2018,Friday,6,7800
2/24/2018,Saturday,7,5050
2/25/2018,Sunday,1,4938
2/26/2018,Monday,2,7908
2/27/2018,Tuesday,3,9275
2/28/2018,Wednesday,4,5771
3/1/2018,Thursday,5,8021
3/2/2018,Friday,6,10102
3/3/2018,Saturday,7,4805
3/4/2018,Sunday,1,13365
3/5/2018,Monday,2,7868
3/6/2018,Tuesday,3,8349
3/7/2018,Wednesday,4,10335
3/8/2018,Thursday,5,5774
3/9/2018,Friday,6,8533
3/10/2018,Saturday,7,3448
3/11/2018,Sunday,1,4517
3/12/2018,Monday,2,6213
3/13/2018,Tuesday,3,5921
3/14/2018,Wednesday,4,7427
3/15/2018,Thursday,5,5265
3/16/2018,Friday,6,7349
3/17/2018,Saturday,7,6438
3/18/2018,Sunday,1,6291
3/19/2018,Monday,2,8893
3/20/2018,Tuesday,3,9787
3/21/2018,Wednesday,4,7083
3/22/2018,Thursday,5,10506
3/23/2018,Friday,6,10537
3/24/2018,Saturday,7,6296
3/25/2018,Sunday,1,5294
3/26/2018,Monday,2,6290
3/27/2018,Tuesday,3,7318
3/28/2018,Wednesday,4,7003
3/29/2018,Thursday,5,5838
3/30/2018,Friday,6,6500
3/31/2018,Saturday,7,7885
4/1/2018,Sunday,1,10110
4/2/2018,Monday,2,6691
4/3/2018,Tuesday,3,5113
4/4/2018,Wednesday,4,4933
4/5/2018,Thursday,5,4286
4/6/2018,Friday,6,8599
4/7/2018,Saturday,7,6062
4/8/2018,Sunday,1,6660
4/9/2018,Monday,2,11488
4/10/2018,Tuesday,3,8621
4/11/2018,Wednesday,4,8376
4/12/2018,Thursday,5,6307
4/13/2018,Friday,6,10565
4/14/2018,Saturday,7,7299
4/15/2018,Sunday,1,6479
4/16/2018,Monday,2,10435
4/17/2018,Tuesday,3,22866
4/18/2018,Wednesday,4,9116
4/19/2018,Thursday,5,7256
4/20/2018,Friday,6,5301
4/21/2018,Saturday,7,6948
4/22/2018,Sunday,1,8622
4/23/2018,Monday,2,6107
4/24/2018,Tuesday,3,7747
4/25/2018,Wednesday,4,10051
4/26/2018,Thursday,5,12052
4/27/2018,Friday,6,6722
4/28/2018,Saturday,7,5891
4/29/2018,Sunday,1,9546
4/30/2018,Monday,2,8612
5/1/2018,Tuesday,3,5519
5/2/2018,Wednesday,4,8847
5/3/2018,Thursday,5,9494
5/4/2018,Friday,6,6069
5/5/2018,Saturday,7,7192
5/6/2018,Sunday,1,5966
5/7/2018,Monday,2,5738
5/8/2018,Tuesday,3,4790
5/9/2018,Wednesday,4,4855
5/10/2018,Thursday,5,10138
5/11/2018,Friday,6,6205
5/12/2018,Saturday,7,8073
5/13/2018,Sunday,1,5668
5/14/2018,Monday,2,7927
5/15/2018,Tuesday,3,6876
5/16/2018,Wednesday,4,7391
5/17/2018,Thursday,5,5316
5/18/2018,Friday,6,10386
5/19/2018,Saturday,7,11328
5/20/2018,Sunday,1,8176
5/21/2018,Monday,2,5574
5/22/2018,Tuesday,3,6508
5/23/2018,Wednesday,4,10715
5/24/2018,Thursday,5,6467
5/25/2018,Friday,6,7229
5/26/2018,Saturday,7,6327
5/27/2018,Sunday,1,10901
5/28/2018,Monday,2,4944
5/29/2018,Tuesday,3,6651
5/30/2018,Wednesday,4,6244
5/31/2018,Thursday,5,5493
