date,dayOfWeek,dayOfWeekNumber,steps
8/23/2017,Wednesday,4,
8/24/2017,Thursday,5,10204
8/25/2017,Friday,6,6766
8/26/2017,Saturday,7,3160
8/27/2017,Sunday,1,5704
8/28/2017,Monday,2,6724
8/29/2017,Tuesday,3,5726
8/30/2017,Wednesday,4,6341
8/31/2017,Thursday,5,2647
9/1/2017,Friday,6,6563
9/2/2017,Saturday,7,675
9/3/2017,Sunday,1,3746
9/4/2017,Monday,2,3884
9/5/2017,Tuesday,3,7404
9/6/2017,Wednesday,4,6275
9/7/2017,Thursday,5,105
9/8/2017,Friday,6,123
9/9/2017,Saturday,7,94
9/10/2017,Sunday,1,316
9/11/2017,Monday,2,83
9/12/2017,Tuesday,3,150
9/13/2017,Wednesday,4,84
9/14/2017,Thursday,5,64
9/15/2017,Friday,6,312
9/16/2017,Saturday,7,199
9/17/2017,Sunday,1,583
9/18/2017,Monday,2,182
9/19/2017,Tuesday,3,87
9/20/2017,Wednesday,4,114
9/21/2017,Thursday,5,79
9/22/2017,Friday,6,142
9/23/2017,Saturday,7,131
9/24/2017,Sunday,1,416
9/25/2017,Monday,2,100
9/26/2017,Tuesday,3,61
9/27/2017,Wednesday,4,142
9/28/2017,Thursday,5,10
9/29/2017,Friday,6,153
9/30/2017,Saturday,7,450
10/1/2017,Sunday,1,164
10/2/2017,Monday,2,330
10/3/2017,Tuesday,3,4856
10/4/2017,Wednesday,4,2221
10/5/2017,Thursday,5,33
10/6/2017,Friday,6,50
10/7/2017,Saturday,7,58
10/8/2017,Sunday,1,212
10/9/2017,Monday,2,232
10/10/2017,Tuesday,3,129
10/11/2017,Wednesday,4,1040
10/12/2017,Thursday,5,5078
10/13/2017,Friday,6,5147
10/14/2017,Saturday,7,3583
10/15/2017,Sunday,1,841
10/16/2017,Monday,2,5571
10/17/2017,Tuesday,3,6135
10/18/2017,Wednesday,4,5828
10/19/2017,Thursday,5,4111
10/20/2017,Friday,6,6539
10/21/2017,Saturday,7,6995
10/22/2017,Sunday,1,3757
10/23/2017,Monday,2,8354
10/24/2017,Tuesday,3,6787
10/25/2017,Wednesday,4,5125
10/26/2017,Thursday,5,6022
10/27/2017,Friday,6,5929
10/28/2017,Saturday,7,603
10/29/2017,Sunday,1,3506
10/30/2017,Monday,2,2234
10/31/2017,Tuesday,3,8950
11/1/2017,Wednesday,4,5460
11/2/2017,Thursday,5,6949
11/3/2017,Friday,6,5927
11/4/2017,Saturday,7,2715
11/5/2017,Sunday,1,2635
11/6/2017,Monday,2,228
11/7/2017,Tuesday,3,244
11/8/2017,Wednesday,4,187
11/9/2017,Thursday,5,159
11/10/2017,Friday,6,99
11/11/2017,Saturday,7,34
11/12/2017,Sunday,1,1842
11/13/2017,Monday,2,200
11/14/2017,Tuesday,3,120
11/15/2017,Wednesday,4,349
11/16/2017,Thursday,5,240
11/17/2017,Friday,6,73
11/18/2017,Saturday,7,86
11/19/2017,Sunday,1,111
11/20/2017,Monday,2,177
11/21/2017,Tuesday,3,4085
11/22/2017,Wednesday,4,331
11/23/2017,Thursday,5,394
11/24/2017,Friday,6,454
11/25/2017,Saturday,7,687
11/26/2017,Sunday,1,4644
11/27/2017,Monday,2,156
11/28/2017,Tuesday,3,181
11/29/2017,Wednesday,4,6223
11/30/2017,Thursday,5,9246
12/1/2017,Friday,6,10425
12/2/2017,Saturday,7,7434
12/3/2017,Sunday,1,3593
12/4/2017,Monday,2,7347
12/5/2017,Tuesday,3,10438
12/6/2017,Wednesday,4,8145
12/7/2017,Thursday,5,8623
12/8/2017,Friday,6,8397
12/9/2017,Saturday,7,5326
12/10/2017,Sunday,1,1878
12/11/2017,Monday,2,4955
12/12/2017,Tuesday,3,6610
12/13/2017,Wednesday,4,4675
12/14/2017,Thursday,5,6197
12/15/2017,Friday,6,3677
12/16/2017,Saturday,7,2854
12/17/2017,Sunday,1,5603
12/18/2017,Monday,2,5347
12/19/2017,Tuesday,3,13779
12/20/2017,Wednesday,4,1518
12/21/2017,Thursday,5,3445
12/22/2017,Friday,6,10887
12/23/2017,Saturday,7,8456
12/24/2017,Sunday,1,6152
12/25/2017,Monday,2,3542
12/26/2017,Tuesday,3,9525
12/27/2017,Wednesday,4,7951
12/28/2017,Thursday,5,12032
12/29/2017,Friday,6,1273
12/30/2017,Saturday,7,2218
12/31/2017,Sunday,1,3405
1/1/2018,Monday,2,7276
1/2/2018,Tuesday,3,6072
1/3/2018,Wednesday,4,5765
1/4/2018,Thursday,5,6105
1/5/2018,Friday,6,6279
1/6/2018,Saturday,7,529
1/7/2018,Sunday,1,
1/8/2018,Monday,2,6003
1/9/2018,Tuesday,3,5385
1/10/2018,Wednesday,4,5406
1/11/2018,Thursday,5,7700
1/12/2018,Friday,6,5917
1/13/2018,Saturday,7,1433
1/14/2018,Sunday,1,5880
1/15/2018,Monday,2,2499
1/16/2018,Tuesday,3,7465
1/17/2018,Wednesday,4,5325
1/18/2018,Thursday,5,
1/19/2018,Friday,6,6135
1/20/2018,Saturday,7,3046
1/21/2018,Sunday,1,2860
1/22/2018,Monday,2,6489
1/23/2018,Tuesday,3,5934
1/24/2018,Wednesday,4,5456
1/25/2018,Thursday,5,7135
1/26/2018,Friday,6,5831
1/27/2018,Saturday,7,3045
1/28/2018,Sunday,1,
1/29/2018,Monday,2,5860
1/30/2018,Tuesday,3,6752
1/31/2018,Wednesday,4,5075
2/1/2018,Thursday,5,2518
2/2/2018,Friday,6,
2/3/2018,Saturday,7,6175
2/4/2018,Sunday,1,516
2/5/2018,Monday,2,6866
2/6/2018,Tuesday,3,5766
2/7/2018,Wednesday,4,6425
2/8/2018,Thursday,5,5776
2/9/2018,Friday,6,6364
2/10/2018,Saturday,7,4198
2/11/2018,Sunday,1,1042
2/12/2018,Monday,2,2585
2/13/2018,Tuesday,3,3728
2/14/2018,Wednesday,4,2485
2/15/2018,Thursday,5,2249
2/16/2018,Friday,6,3512
2/17/2018,Saturday,7,4159
2/18/2018,Sunday,1,1555
2/19/2018,Monday,2,731
2/20/2018,Tuesday,3,317
2/21/2018,Wednesday,4,117
2/22/2018,Thursday,5,100
2/23/2018,Friday,6,170
2/24/2018,Saturday,7,29
2/25/2018,Sunday,1,186
2/26/2018,Monday,2,76
2/27/2018,Tuesday,3,100
2/28/2018,Wednesday,4,67
3/1/2018,Thursday,5,160
3/2/2018,Friday,6,51
3/3/2018,Saturday,7,45
3/4/2018,Sunday,1,411
3/5/2018,Monday,2,34
3/6/2018,Tuesday,3,98
3/7/2018,Wednesday,4,105
3/8/2018,Thursday,5,123
3/9/2018,Friday,6,1890
3/10/2018,Saturday,7,2305
3/11/2018,Sunday,1,703
3/12/2018,Monday,2,179
3/13/2018,Tuesday,3,76
3/14/2018,Wednesday,4,102
3/15/2018,Thursday,5,3369
3/16/2018,Friday,6,5696
3/17/2018,Saturday,7,2866
3/18/2018,Sunday,1,387
3/19/2018,Monday,2,5598
3/20/2018,Tuesday,3,6685
3/21/2018,Wednesday,4,6142
3/22/2018,Thursday,5,6184
3/23/2018,Friday,6,7350
3/24/2018,Saturday,7,1210
3/25/2018,Sunday,1,3188
3/26/2018,Monday,2,6432
3/27/2018,Tuesday,3,8748
3/28/2018,Wednesday,4,2932
3/29/2018,Thursday,5,7986
3/30/2018,Friday,6,7468
3/31/2018,Saturday,7,1367
4/1/2018,Sunday,1,1628
4/2/2018,Monday,2,2850
4/3/2018,Tuesday,3,4568
4/4/2018,Wednesday,4,303
4/5/2018,Thursday,5,3964
4/6/2018,Friday,6,5089
4/7/2018,Saturday,7,3961
4/8/2018,Sunday,1,3636
4/9/2018,Monday,2,6134
4/10/2018,Tuesday,3,5861
4/11/2018,Wednesday,4,5510
4/12/2018,Thursday,5,4811
4/13/2018,Friday,6,5979
4/14/2018,Saturday,7,6392
4/15/2018,Sunday,1,2294
4/16/2018,Monday,2,2751
4/17/2018,Tuesday,3,117
4/18/2018,Wednesday,4,59
4/19/2018,Thursday,5,1816
4/20/2018,Friday,6,5201
4/21/2018,Saturday,7,272
4/22/2018,Sunday,1,429
4/23/2018,Monday,2,557
4/24/2018,Tuesday,3,203
4/25/2018,Wednesday,4,250
4/26/2018,Thursday,5,1387
4/27/2018,Friday,6,15
4/28/2018,Saturday,7,1937
4/29/2018,Sunday,1,975
4/30/2018,Monday,2,171
5/1/2018,Tuesday,3,140
5/2/2018,Wednesday,4,224
5/3/2018,Thursday,5,196
5/4/2018,Friday,6,43
5/5/2018,Saturday,7,174
5/6/2018,Sunday,1,428
5/7/2018,Monday,2,161
5/8/2018,Tuesday,3,65
5/9/2018,Wednesday,4,146
5/10/2018,Thursday,5,138
5/11/2018,Friday,6,152
5/12/2018,Saturday,7,34
5/13/2018,Sunday,1,231
5/14/2018,Monday,2,132
5/15/2018,Tuesday,3,4674
5/16/2018,Wednesday,4,6484
5/17/2018,Thursday,5,6116
5/18/2018,Friday,6,5060
5/19/2018,Saturday,7,5524
5/20/2018,Sunday,1,6464
5/21/2018,Monday,2,4948
5/22/2018,Tuesday,3,5673
5/23/2018,Wednesday,4,5626
5/24/2018,Thursday,5,4826
5/25/2018,Friday,6,7544
5/26/2018,Saturday,7,5660
5/27/2018,Sunday,1,6626
5/28/2018,Monday,2,3490
5/29/2018,Tuesday,3,268
5/30/2018,Wednesday,4,238
5/31/2018,Thursday,5,160
6/1/2018,Friday,6,49
6/2/2018,Saturday,7,154
6/3/2018,Sunday,1,944
6/4/2018,Monday,2,5526
6/5/2018,Tuesday,3,382
6/6/2018,Wednesday,4,190
6/7/2018,Thursday,5,34
6/8/2018,Friday,6,1577
6/9/2018,Saturday,7,180
6/10/2018,Sunday,1,107
6/11/2018,Monday,2,14
6/12/2018,Tuesday,3,1912
6/13/2018,Wednesday,4,2591
6/14/2018,Thursday,5,4064
6/15/2018,Friday,6,2578
6/16/2018,Saturday,7,6129
6/17/2018,Sunday,1,5458
6/18/2018,Monday,2,4077
6/19/2018,Tuesday,3,3559
6/20/2018,Wednesday,4,1183
6/21/2018,Thursday,5,6711
6/22/2018,Friday,6,1400
6/23/2018,Saturday,7,3838
6/24/2018,Sunday,1,1413
6/25/2018,Monday,2,962
